Date,Adj Close,Close,High,Low,Open,Volume,MA_7,MA_30,Daily_Return
2025-11-26,276.79656982421875,277.54998779296875,279.5299987792969,276.6300048828125,276.9599914550781,33431400,272.0257132393973,267.9166656494141,0.0020940411225383038
2025-11-28,278.0930480957031,278.8500061035156,279.0,275.989990234375,277.260009765625,20135600,273.6557137625558,268.9633326212565,0.004683906927485104
2025-12-01,282.3315124511719,283.1000061035156,283.4200134277344,276.1400146484375,278.010009765625,46587700,275.7328578404018,269.9903330485026,0.015241168753721723
2025-12-02,285.4131164550781,286.19000244140625,287.3999938964844,282.6300048828125,283.0,53669500,278.5814296177455,270.788666788737,0.010914857899228636
2025-12-03,283.378662109375,284.1499938964844,288.6199951171875,283.29998779296875,286.20001220703125,43538700,280.39000156947543,271.50133361816404,-0.00712816145749029
2025-12-04,279.9380187988281,280.70001220703125,284.7300109863281,278.5899963378906,284.1000061035156,43989100,281.07285853794644,272.2430002848307,-0.012141410394363561
2025-12-05,278.0232238769531,278.7799987792969,281.1400146484375,278.04998779296875,280.5400085449219,47265800,281.3314296177455,272.88300069173175,-0.00684009028940924
2025-12-08,277.1356506347656,277.8900146484375,279.6700134277344,276.1499938964844,278.1300048828125,38211800,281.3800048828125,273.3853342692057,-0.00319242461710445
2025-12-09,276.42755126953125,277.17999267578125,280.0299987792969,276.9200134277344,278.1600036621094,32193300,281.1414315359933,273.6643341064453,-0.002555046727945598
2025-12-10,278.0232238769531,278.7799987792969,279.75,276.44000244140625,277.75,33038300,280.52428763253346,273.99033406575523,0.00577244442526248
2025-12-11,277.2752685546875,278.0299987792969,279.5899963378906,273.8099975585937,279.1000061035156,33248000,279.3585728236607,274.26800028483075,-0.0026902934331158868
2025-12-12,277.52459716796875,278.2799987792969,279.2200012207031,276.82000732421875,277.8999938964844,39532900,278.52000209263394,274.49733378092446,0.0008991835452922814
2025-12-15,273.3658752441406,274.1099853515625,280.1499938964844,272.8399963378906,280.1499938964844,50409100,277.5785696847098,274.6220001220703,-0.014984955605960026
2025-12-16,273.8645324707031,274.6099853515625,275.5,271.7900085449219,272.82000732421875,37648600,276.9828534807478,274.8073333740234,0.0018240853187405648
2025-12-17,271.10205078125,271.8399963378906,276.1600036621094,271.6400146484375,275.010009765625,50138700,276.11856515066967,274.8673329671224,-0.010086993049891024
2025-12-18,271.4511413574219,272.19000244140625,273.6300048828125,266.95001220703125,273.6099853515625,51630700,275.4057094029018,274.9356658935547,0.001287544541755281
2025-12-19,272.9271240234375,273.6700134277344,274.6000061035156,269.8999938964844,272.1499938964844,144632000,274.6757114955357,275.0656667073568,0.005437418615868328
2025-12-22,270.23443603515625,270.9700012207031,273.8800048828125,270.510009765625,272.8599853515625,36571800,273.6671404157366,275.1490000406901,-0.009865941003960987
2025-12-23,271.62066650390625,272.3599853515625,272.5,269.5599975585937,270.8399963378906,29642000,272.82142421177457,275.2466664632162,0.005129660569795913
2025-12-24,273.06671142578125,273.8099975585937,275.42999267578125,272.20001220703125,272.3399963378906,17910600,272.77856881277904,275.19866638183595,0.005323881205087977
2025-12-26,272.6578369140625,273.3999938964844,275.3699951171875,272.8599853515625,274.1600036621094,21521800,272.605712890625,275.196332804362,-0.0014974020881819428
2025-12-29,273.0168762207031,273.760009765625,274.3599853515625,272.3500061035156,272.69000244140625,23715200,272.88000052315846,275.22333272298175,0.0013168100847762432
2025-12-30,272.3387145996094,273.0799865722656,274.0799865722656,272.2799987792969,272.8099975585937,22139600,273.00714111328125,275.24566548665365,-0.0024840121606569676
2025-12-31,271.1220092773437,271.8599853515625,273.67999267578125,271.75,273.0599975585937,27293600,272.7485656738281,275.3923319498698,-0.004467559984957958
2026-01-02,270.2743225097656,271.010009765625,277.8399963378906,269.0,272.260009765625,37838100,272.7542811802455,275.51133219401044,-0.0031265196488491354
2026-01-05,266.5345153808594,267.260009765625,271.510009765625,266.1400146484375,270.6400146484375,45647200,272.0257132393973,275.46799926757814,-0.013837127282653072
2026-01-06,261.6477966308594,262.3599853515625,267.54998779296875,262.1199951171875,267.0,52352100,270.38999720982144,275.3383321126302,-0.01833429707033085
2026-01-07,259.623291015625,260.3299865722656,263.67999267578125,259.8099975585937,263.20001220703125,48309800,268.5228533063616,274.9663319905599,-0.007737455757884204
2026-01-08,258.3368225097656,259.0400085449219,259.2900085449219,255.6999969482422,257.0199890136719,50419300,266.4199959891183,274.40366516113284,-0.004955164959399183
2026-01-09,258.6659240722656,259.3699951171875,260.2099914550781,256.2200012207031,259.0799865722656,39997000,264.46142578125,273.81699829101564,0.00127388264893602
2026-01-12,259.5435485839844,260.25,261.29998779296875,256.79998779296875,259.1600036621094,45263800,262.8028564453125,273.24033203125,0.0033928553779511983
2026-01-13,260.34136962890625,261.04998779296875,261.8099975585937,258.3900146484375,258.7200012207031,45730800,261.3799961635045,272.6469980875651,0.003073920434077726
2026-01-14,259.2543029785156,259.9599914550781,261.82000732421875,256.7099914550781,259.489990234375,40019400,260.3371364048549,271.87566426595055,-0.004175431483854575
2026-01-15,257.5090637207031,258.2099914550781,261.0400085449219,257.04998779296875,260.6499938964844,39388600,259.74428013392856,270.9429972330729,-0.006731805114335909
2026-01-16,254.8363494873047,255.52999877929688,258.8999938964844,254.92999267578125,257.8999938964844,72142800,259.0585675920759,269.98899739583334,-0.010379120733008063
2026-01-20,246.0303192138672,246.6999969482422,254.7899932861328,243.4199981689453,252.72999572753903,80267500,257.2957087925502,268.8556635538737,-0.03455563680678142
2026-01-21,246.9777374267578,247.6499938964844,251.5599975585937,245.17999267578125,248.6999969482422,54641700,255.62142290387834,267.81799672444663,0.0038508186461045923
2026-01-22,247.67584228515625,248.3500061035156,251.0,248.1499938964844,249.1999969482422,39708300,253.92142377580916,266.83332977294924,0.0028266191168322408
2026-01-23,247.36666870117188,248.0399932861328,249.41000366210932,244.67999267578125,247.32000732421875,41689000,252.06285313197546,265.86199645996095,-0.0012482899527433977
2026-01-26,254.7166748046875,255.41000366210932,256.5599975585937,249.8000030517578,251.47999572753903,55969200,251.41285487583704,265.08299662272134,0.029712992160399798
2026-01-27,257.5688781738281,258.2699890136719,261.95001220703125,258.2099914550781,259.1700134277344,49648300,251.42142595563615,264.42432963053386,0.011197624644906812
2026-01-28,255.743896484375,256.44000244140625,258.8599853515625,254.509994506836,257.6499938964844,41288000,251.55142647879464,263.6963297526042,-0.007085556394896275
2026-01-29,257.5788879394531,258.2799987792969,259.6499938964844,254.41000366210932,258.0,67253000,253.2057124546596,263.1686635335287,0.007175153331668849
2026-01-30,258.775634765625,259.4800109863281,261.8999938964844,252.17999267578125,255.1699981689453,92443400,254.89571489606584,262.6643310546875,0.004646167774132071
2026-02-02,269.2770690917969,270.010009765625,270.489990234375,259.2099914550781,260.0299987792969,73913400,257.99000113351,262.60333150227865,0.04058115590203082
2026-02-03,268.7485046386719,269.4800109863281,271.8800048828125,267.6099853515625,269.20001220703125,64394700,261.05286080496654,262.51299845377605,-0.0019628856713753695
2026-02-04,275.7394104003906,276.489990234375,278.95001220703125,272.2900085449219,272.2900085449219,90545700,264.0642874581473,262.60699768066405,0.026012984125945104
2026-02-05,275.1610412597656,275.9100036621094,279.5,273.2300109863281,278.1300048828125,52977400,266.58428955078125,262.77166442871095,-0.0020976765624461935
2026-02-06,277.364990234375,278.1199951171875,280.9100036621094,276.92999267578125,277.1199951171875,50453400,269.68143136160717,262.9636647542318,0.008009827210848641
2026-02-09,274.1307983398437,274.6199951171875,278.20001220703125,271.70001220703125,277.9100036621094,44623400,272.0157165527344,262.99066467285155,-0.01258449612198953
2026-02-10,273.19244384765625,273.67999267578125,275.3699951171875,272.94000244140625,274.8900146484375,34376900,274.0442853655134,262.9999979654948,-0.003422920610733904
2026-02-11,275.0092163085937,275.5,280.17999267578125,274.45001220703125,274.70001220703125,51931300,274.8285696847098,263.05799763997396,0.0066501292492171515
2026-02-12,261.2637939453125,261.7300109863281,275.7200012207031,260.17999267578125,275.5899963378906,81077200,273.721426827567,262.67966512044273,-0.049981811301894274
2026-02-13,255.3243560791016,255.77999877929688,262.2300109863281,255.4499969482422,262.010009765625,56290700,270.76285661969865,262.14366556803384,-0.022733396848946263
2026-02-17,263.4099426269531,263.8800048828125,266.2900085449219,255.5399932861328,258.04998779296875,58469100,269.0442853655134,261.9059987386068,0.031667863563111576
2026-02-18,263.8791198730469,264.3500061035156,266.82000732421875,262.45001220703125,263.6000061035156,34203300,267.07714407784596,261.8089986165365,0.0017811172199722058
2026-02-19,260.11578369140625,260.5799865722656,264.4800109863281,260.04998779296875,262.6000061035156,30845300,265.07142857142856,261.7496653238932,-0.014261469431454121
2026-02-20,264.1086730957031,264.5799865722656,264.75,258.1600036621094,258.9700012207031,42070500,263.7714276994978,261.8913319905599,0.015350373037534393
2026-02-23,265.705810546875,266.17999267578125,269.42999267578125,263.3800048828125,263.489990234375,37308200,262.4399980817522,262.12933146158855,0.006047343656806037
2026-02-24,271.6552429199219,272.1400146484375,274.8900146484375,267.7099914550781,267.8599853515625,47014600,263.92714146205356,262.55499877929685,0.022390946489790453
2026-02-25,273.74151611328125,274.2300109863281,274.94000244140625,271.04998779296875,271.7799987792969,33714300,266.5628574916295,263.0209991455078,0.007679856784716499
2026-02-26,272.4637756347656,272.95001220703125,276.1099853515625,270.79998779296875,274.95001220703125,32345100,267.8585728236607,263.41766662597655,-0.004667610137537803
2026-02-27,263.7093811035156,264.17999267578125,272.8099975585937,262.8900146484375,272.8099975585937,72366500,267.8342851911272,263.55833333333334,-0.03213049693728531
2026-03-02,264.2484130859375,264.7200012207031,266.5299987792969,260.20001220703125,262.4100036621094,41827900,268.4257158551897,263.77533365885415,0.002044093269336189
2026-03-03,263.2801818847656,263.75,265.5599975585937,260.1300048828125,263.4800109863281,38568900,268.30714634486606,264.04933369954426,-0.0036642536122324376
2026-03-04,262.0523376464844,262.5199890136719,266.1499938964844,261.4200134277344,264.6499938964844,39803100,267.78428867885043,264.57666676839193,-0.004663548763329417
2026-03-05,259.8263244628906,260.2900085449219,261.5599975585937,257.25,260.7900085449219,49658600,266.0914306640625,264.9980005900065,-0.00849451684471103
2026-03-06,257.0013427734375,257.4599914550781,258.7699890136719,254.3699951171875,258.6300048828125,41120000,263.69571358816967,265.30166676839195,-0.010872553678353492
2026-03-09,259.41705322265625,259.8800048828125,261.1499938964844,253.67999267578125,255.69000244140625,38218500,261.8285696847098,265.6963338216146,0.009399570838394267
2026-03-10,260.3653564453125,260.8299865722656,262.4800109863281,256.95001220703125,257.6499938964844,30590800,261.3499973842076,265.8769999186198,0.0036554627966916
2026-03-11,260.3453674316406,260.8099975585937,262.1300048828125,259.54998779296875,261.0899963378906,26218900,260.79142543247764,265.9616668701172,-7.663617950770529e-05
2026-03-12,255.30438232421875,255.759994506836,258.95001220703125,254.17999267578125,258.6600036621094,40794000,259.64999607631137,265.93899993896486,-0.019362766377938212
2026-03-13,249.6744384765625,250.1199951171875,256.3299865722656,249.5200042724609,255.47999572753903,36930000,257.87856837681363,265.66699981689453,-0.022051921765652627
2026-03-16,252.36964416503903,252.82000732421875,253.88999938964844,249.8800048828125,252.1100006103516,32074200,256.8114253452846,265.4449996948242,0.01079486750256109
2026-03-17,253.7771148681641,254.22999572753903,255.1300048828125,252.17999267578125,252.9600067138672,32361600,256.3499973842076,264.91899922688805,0.005577044389181163
2026-03-18,249.4947662353516,249.94000244140625,254.94000244140625,249.0,252.6300048828125,35757900,254.92999703543526,264.267665608724,-0.016874457610149274
2026-03-19,248.5165252685547,248.9600067138672,251.8300018310547,247.3000030517578,249.3999938964844,34864100,253.23428562709265,263.3499994913737,-0.0039209238936004365
2026-03-20,247.54823303222656,247.9900054931641,249.1999969482422,246.0,247.97999572753903,88331100,251.4028581891741,262.41933288574216,-0.003896213024359052
2026-03-23,251.04200744628903,251.4900054931641,254.6000061035156,250.27999877929688,253.97000122070312,40546100,250.7928597586496,261.5316665649414,0.01411347200480817
2026-03-24,251.1917266845703,251.63999938964844,254.8300018310547,249.5500030517578,250.3500061035156,45152300,251.01000322614397,260.7656667073568,0.0005964209042430557
2026-03-25,252.16998291015625,252.6199951171875,255.0,251.6000061035156,254.1000061035156,28476700,250.98143005371094,260.06366678873695,0.00389443542328749
2026-03-26,252.43951416015625,252.88999938964844,257.0,250.7700042724609,252.1199951171875,41796700,250.79000200544087,259.3100001017253,0.0010688159198788405
2026-03-27,248.35679626464844,248.8000030517578,255.4900054931641,248.07000732421875,253.8999938964844,47900000,250.6271449497768,258.8789998372396,-0.016173025219509918
2026-03-30,246.190658569336,246.6300048828125,250.8699951171875,245.509994506836,250.07000732421875,39446200,250.29428754534044,258.5740000406901,-0.008721857485242457
2026-03-31,253.337890625,253.7899932861328,255.47999572753903,247.1000061035156,247.91000366210932,49598100,251.12285723005022,258.23766632080077,0.029031294901536553
2026-04-01,255.17462158203125,255.6300048828125,256.17999267578125,253.3300018310547,254.0800018310547,40059400,251.71428571428572,257.946999613444,0.007250134541771258
2026-04-02,255.464111328125,255.9199981689453,256.1300048828125,250.6499938964844,254.1999969482422,31289400,252.32571411132812,257.7916666666667,0.0011344258521832629
2026-04-06,258.3988342285156,258.8599853515625,262.1600036621094,256.4599914550781,256.510009765625,29329900,253.2171412876674,257.6009999593099,0.011487914987700076
2026-04-07,253.0484161376953,253.5,256.20001220703125,245.6999969482422,256.1600036621094,62148000,253.30428423200334,257.17833353678384,-0.020706117804507373
2026-04-08,258.43878173828125,258.8999938964844,259.75,256.5299987792969,258.45001220703125,41032800,254.74714006696428,256.73699951171875,0.02130175107094434
2026-04-09,260.02593994140625,260.489990234375,261.1199951171875,256.07000732421875,259.0,28121600,256.72713797433033,256.27899881998695,0.006141353323192211
2026-04-10,260.0159912109375,260.4800109863281,262.19000244140625,259.0199890136719,259.9800109863281,31291500,257.68285478864397,255.86333211263022,-3.8309525974056235e-05
2026-04-13,258.73828125,259.20001220703125,260.17999267578125,256.6600036621094,259.7300109863281,36234700,258.19285583496094,255.69733276367188,-0.004914000020385667
2026-04-14,258.368896484375,258.8299865722656,261.92999267578125,257.19000244140625,259.25,48370700,258.6085684640067,255.5009989420573,-0.001427567968129817
2026-04-15,265.95538330078125,266.42999267578125,266.5599975585937,257.8099975585937,258.1600036621094,49913500,259.6899980817522,255.59033203125,0.029362927395561567
2026-04-16,262.9307556152344,263.3999938964844,267.1600036621094,261.2699890136719,266.79998779296875,43323100,261.10428292410717,255.61966552734376,-0.011372588907376024
2026-04-17,269.7486267089844,270.2300109863281,272.29998779296875,266.7200012207031,266.9599914550781,61436200,262.7228567940848,255.95099894205728,0.025930209749845057
2026-04-20,272.5635681152344,273.04998779296875,274.2799987792969,270.2900085449219,270.3299865722656,36590200,264.5171421595982,256.4706654866537,0.010435468645202839
2026-04-21,265.69586181640625,266.1700134277344,272.79998779296875,265.3999938964844,271.5,50209800,265.3299996512277,256.680332438151,-0.025196757637106715
2026-04-22,272.68341064453125,273.1700134277344,273.739990234375,266.8699951171875,267.82000732421875,43249200,267.3257141113281,257.09166666666664,0.026298980526972437
2026-04-23,272.9429016113281,273.42999267578125,275.7699890136719,271.6499938964844,275.04998779296875,33399600,269.4114292689732,257.5123331705729,0.0009517122497622044
2026-04-24,270.5771179199219,271.0599975585937,273.0599975585937,269.6499938964844,272.760009765625,38157100,270.0728585379464,258.02233327229817,-0.008667648687676222
2026-04-27,267.1332702636719,267.6099853515625,268.3599853515625,265.07000732421875,266.0899963378906,41466800,270.6742858886719,258.60533294677737,-0.012727854490168444
2026-04-28,270.2277526855469,270.7099914550781,273.2300109863281,268.6600036621094,272.3399963378906,40018900,270.7428545270647,259.20166575113933,0.011584044965448959
2026-04-29,269.688720703125,270.1700134277344,271.0400085449219,267.0400085449219,267.54998779296875,30047900,270.3314296177455,259.7329996744792,-0.0019946734305643643
2026-04-30,270.8666381835937,271.3500061035156,276.0,268.1400146484375,270.5,91848200,271.07142857142856,260.44666646321616,0.004367593060422559
2026-05-01,279.6409606933594,280.1400146484375,287.2200012207031,278.3699951171875,278.8599853515625,79915400,272.06714303152904,261.48600006103516,0.032393618379240596
2026-05-04,276.3368530273437,276.8299865722656,280.6300048828125,274.8599853515625,279.6600036621094,46668400,272.5528564453125,262.44733276367185,-0.011815620415119188
2026-05-05,283.6737670898437,284.17999267578125,284.57000732421875,276.5,276.92999267578125,49311700,274.42714146205356,263.53699900309243,0.026550613950909296
2026-05-06,286.9978332519531,287.510009765625,288.0299987792969,281.07000732421875,281.9200134277344,58336100,277.27000209263394,264.732666015625,0.01171798569803939
2026-05-07,286.9279479980469,287.44000244140625,292.1300048828125,285.7799987792969,289.2699890136719,45224300,279.6600036621094,265.89333292643227,-0.00024349525874178823
2026-05-08,292.7974853515625,293.32000732421875,294.760009765625,290.0,290.010009765625,52692800,282.96714564732144,267.24099985758465,0.02045645989726541
2026-05-11,292.42779541015625,292.67999267578125,293.8800048828125,290.2300109863281,291.9800109863281,42247300,286.01428658621654,268.7036661783854,-0.0021819672455212213
2026-05-12,294.54595947265625,294.79998779296875,295.2699890136719,292.5599975585937,292.5599975585937,45748100,288.1085684640067,270.3093322753906,0.007243389265544797
2026-05-13,298.6124572753906,298.8699951171875,300.9200134277344,293.5,293.5,52684300,291.25714111328125,271.81199900309247,0.013805995565634221
2026-05-14,297.9530334472656,298.2099914550781,300.45001220703125,295.3800048828125,299.82000732421875,35324900,293.2614266531808,273.23133188883463,-0.00220833028705536
2026-05-15,299.9713134765625,300.2300109863281,303.20001220703125,296.5199890136719,297.8999938964844,54862800,295.0785696847098,274.7083323160807,0.0067738157309671365
2026-05-18,297.5833435058594,297.8399963378906,300.6600036621094,294.9100036621094,300.239990234375,34483000,296.5642830984933,276.007666015625,-0.007960612067346995
2026-05-19,298.7123718261719,298.9700012207031,300.510009765625,296.3500061035156,296.9700012207031,42243600,297.37142508370533,277.52333272298176,0.003793999787491842
2026-05-20,301.98956298828125,302.25,302.79998779296875,298.0799865722656,298.17999267578125,38229800,298.7385689871652,278.9683329264323,0.0109709963070026
2026-05-21,304.7271728515625,304.989990234375,305.5400085449219,300.3999938964844,301.0599975585937,42965100,300.1942836216518,280.4516662597656,0.009065310949131433
2026-05-22,308.55389404296875,308.82000732421875,311.3999938964844,305.8399963378906,306.1199951171875,43670200,301.615713936942,282.06299947102866,0.012557845216167651
2026-05-26,308.0643005371094,308.3299865722656,311.82000732421875,307.6700134277344,309.5599975585937,48000500,303.0614275251116,283.70066528320314,-0.001586751960143129
2026-05-27,310.5821533203125,310.8500061035156,313.260009765625,308.29998779296875,308.3299865722656,50430900,304.5785696847098,285.4346659342448,0.008173125031610828
2026-05-28,312.24072265625,312.510009765625,312.79998779296875,309.57000732421875,310.67999267578125,48220400,306.6742858886719,286.9706665039063,0.005340207912225559
2026-05-29,311.7911071777344,312.0599975585937,315.0,309.5299987792969,311.7799987792969,70026800,308.5442853655134,288.59266662597656,-0.001439992937726342
2026-06-01,306.0460510253906,306.3099975585937,310.94000244140625,305.0199890136719,309.6300048828125,48849900,309.12428501674106,289.7953328450521,-0.018425943872925732
2026-06-02,314.92840576171875,315.20001220703125,315.45001220703125,306.69000244140625,307.4599914550781,44534700,310.5828595842634,291.20033365885416,0.02902293336585271
2026-06-03,309.9926452636719,310.260009765625,316.94000244140625,308.8500061035156,314.17999267578125,50836700,310.78857421875,292.6700002034505,-0.015672595971098935
2026-06-04,310.9618225097656,311.2300109863281,313.5400085449219,309.6499938964844,313.2300109863281,44869100,311.20286342075894,293.93866678873695,0.0031264139436979477
2026-06-05,307.0751647949219,307.3399963378906,315.1700134277344,307.1499938964844,312.8599853515625,65310500,310.70143345424106,295.0690002441406,-0.012498841728371679
2026-06-08,301.2801818847656,301.5400085449219,317.3999938964844,301.1700134277344,308.739990234375,77949100,309.13429042271207,296.0850006103516,-0.01887156849768501
2026-06-09,290.29962158203125,290.54998779296875,300.75,287.7799987792969,300.2799987792969,70108800,306.0614318847656,296.84966735839845,-0.03644631040831148
2026-06-10,291.3287353515625,291.5799865722656,294.75,287.3800048828125,290.739990234375,52793300,303.9571446010045,297.5453338623047,0.003544996808021894
2026-06-11,295.375244140625,295.6300048828125,297.0,289.5899963378906,293.7200012207031,42572500,301.1614292689732,298.3940002441406,0.013889904990249002
2026-06-12,290.879150390625,291.1300048828125,297.1400146484375,289.6199951171875,296.0299987792969,38742100,298.42857142857144,299.05333353678384,-0.015221729613622226
2026-06-15,296.1645812988281,296.4200134277344,297.7799987792969,291.70001220703125,294.1199951171875,45732600,296.3128574916295,299.5960001627604,0.018170605764429082
2026-06-16,298.9821472167969,299.239990234375,300.4800109863281,293.9700012207031,295.25,39874400,295.1557137625558,300.34300028483074,0.009513449426140408
2026-06-17,295.6949768066406,295.95001220703125,302.07000732421875,294.3599853515625,300.8500061035156,42745100,294.35714285714283,300.73533426920574,-0.010994446379867018
2026-06-18,297.7532043457031,298.010009765625,300.57000732421875,295.6199951171875,298.1099853515625,85962200,295.422860281808,301.0853342692057,0.006960626705947437
2026-06-22,296.75408935546875,297.010009765625,302.4200134277344,296.760009765625,297.3099975585937,44879900,296.1985778808594,301.4043345133463,-0.0033555919842641613
2026-06-23,294.04638671875,294.29998779296875,301.6400146484375,294.17999267578125,297.5400085449219,52010900,296.0085754394531,301.43700052897134,-0.00912434558954689
2026-06-24,292.8274230957031,293.0799865722656,299.70001220703125,292.94000244140625,295.3599853515625,53081900,296.28714425223217,301.45033365885416,-0.004145434153267291
2026-06-25,274.91290283203125,275.1499938964844,288.79998779296875,273.75,287.3999938964844,107013700,293.24857003348217,300.7953338623047,-0.06117781321571136
2026-06-26,283.53546142578125,283.7799987792969,285.95001220703125,274.2099914550781,275.0,261775500,291.03999982561385,300.292333984375,0.03136472859984596
2026-06-29,281.4972229003906,281.739990234375,288.3699951171875,279.8500061035156,286.7300109863281,66427000,289.00999668666293,299.7433339436849,-0.007188697419469814
2026-06-30,289.11065673828125,289.3599853515625,289.94000244140625,280.70001220703125,281.1700134277344,65100200,287.77427891322543,299.38099975585936,0.02704619642688466
2026-07-01,294.1263427734375,294.3800048828125,296.5899963378906,289.20001220703125,293.44000244140625,50164200,287.39856392996654,299.2656667073568,0.017348699838890536
2026-07-02,308.3640441894531,308.6300048828125,309.4200134277344,293.67999267578125,294.1199951171875,75352800,289.4457092285156,299.58766682942706,0.0484068203126522
2026-07-06,312.3905944824219,312.6600036621094,314.20001220703125,307.0,307.3599853515625,53590000,292.2428545270647,299.9346669514974,0.01305770247720095
2026-07-07,310.3923034667969,310.6600036621094,315.4800109863281,310.1499938964844,315.2900085449219,42490000,297.31571306501115,300.12366739908856,-0.006396724801939757
2026-07-08,313.1199645996094,313.3900146484375,314.82000732421875,307.04998779296875,311.9100036621094,41323500,301.54571533203125,300.2760009765625,0.008787777487112347
2026-07-09,315.947509765625,316.2200012207031,316.5299987792969,308.1600036621094,310.510009765625,48124500,306.47143118722096,300.53900146484375,0.009030238488741738
2026-07-10,315.0483093261719,315.32000732421875,316.9100036621094,312.1700134277344,314.7200012207031,34132300,310.1800057547433,300.68800150553386,-0.0028461004775477416
2026-07-13,317.0365600585937,317.3099975585937,323.45001220703125,315.7799987792969,317.0199890136719,43257800,313.4557189941406,300.84800109863284,0.0063110179758709695
2026-07-14,314.58868408203125,314.8599853515625,316.19000244140625,311.9100036621094,313.760009765625,36336800,314.34571620396207,300.9413340250651,-0.0077211944971219415
2026-07-15,327.2178039550781,327.5,328.7300109863281,317.32000732421875,317.6199951171875,60957600,316.46571568080356,301.6476674397787,0.040144874663333496
2026-07-16,332.97283935546875,333.260009765625,334.67999267578125,326.7900085449219,328.010009765625,62970600,319.6942879813058,302.2496673583984,0.017587816078244334
2026-07-17,333.452392578125,333.739990234375,334.989990234375,329.0,331.9800109863281,63407100,322.60142735072543,303.03233337402344,0.0014402582208634662
2026-07-20,326.3085632324219,326.5899963378906,333.7099914550781,323.67999267578125,333.510009765625,53468000,324.0828552246094,303.54433288574216,-0.021423845225929217
2026-07-21,327.45758056640625,327.739990234375,329.6000061035156,322.2200012207031,323.1300048828125,41338900,325.85713849748885,304.2243326822917,0.0035212159263280363
2026-07-22,325.60919189453125,325.8900146484375,329.0,323.3399963378906,327.8699951171875,38755900,327.0828552246094,305.03599955240884,-0.0056446440503478135
